LDAY,LTIM[HMS],LAT[DEG],LON[DEG],MOD,RT,WV[MM],WV1[MM],WV2[MM],WV3[MM],DET,P[MB],GWV[MM],LI[K],CA,GLI,TSK[K],CIN,GCIN,GWV1,GWV2,GWV3
2014095,1919,24.8926,128.5611,0,21,17.31,8.83,6.39,2.06,3,1020.0,16.79,8.6,,11.8,294.09,,,8.18,6.56,1.99
2014095,1919,24.8935,128.4590,0,21,17.90,9.00,6.72,2.14,3,1020.0,16.72,8.4,,11.8,293.65,,,8.15,6.53,1.98
2014095,1919,24.8944,128.3568,0,21,17.65,8.89,6.60,2.12,3,1020.0,16.65,8.5,,11.9,293.38,,,8.12,6.50,1.97
2014095,1919,24.8953,128.2546,0,21,16.64,8.55,6.04,2.02,3,1020.0,16.58,9.1,,12.0,293.94,,,8.09,6.47,1.96
2014095,1919,24.8962,128.1524,0,21,17.33,8.84,6.43,2.03,3,1020.0,16.51,8.6,,12.0,293.99,,,8.06,6.44,1.95
2014095,1919,24.8971,128.0501,0,21,16.89,8.69,6.19,1.98,3,1020.0,16.44,9.1,,12.1,293.76,,,8.03,6.41,1.94
2014095,1919,24.8981,127.9478,0,21,16.42,8.46,5.94,1.98,3,1020.0,16.37,9.3,,12.2,293.79,,,8.00,6.38,1.93
2014095,1919,24.8991,127.8455,0,21,16.61,8.60,6.03,1.95,3,1020.0,16.31,9.0,,12.3,294.06,,,7.96,6.36,1.93
2014095,1919,24.9000,127.7431,0,21,16.60,8.52,6.06,1.98,3,1020.0,16.24,9.3,,12.4,293.81,,,7.93,6.33,1.92
2014095,1919,24.9010,127.6407,0,21,16.10,8.39,5.79,1.88,3,1020.0,16.17,9.8,,12.6,293.36,,,7.90,6.30,1.92
2014095,1919,24.9020,127.5382,0,21,16.45,8.58,6.01,1.83,3,1020.0,16.11,9.4,,12.6,293.52,,,7.86,6.27,1.91
2014095,1919,24.9031,127.4357,0,21,16.49,8.54,6.01,1.91,3,1019.0,15.98,9.3,,12.7,293.80,,,7.80,6.22,1.90
2014095,1919,24.9041,127.3332,0,21,16.30,8.41,5.95,1.89,3,1019.0,15.95,9.6,,12.7,293.45,,,7.79,6.23,1.88
2014095,1919,24.9052,127.2306,0,21,16.43,8.49,6.05,1.85,3,1019.0,15.93,9.7,,12.8,293.37,,,7.77,6.24,1.86
2014095,1919,24.9062,127.1280,0,21,16.69,8.58,6.22,1.84,3,1019.0,15.91,9.7,,12.9,293.23,,,7.75,6.25,1.84
2014095,1919,24.9073,127.0253,0,21,16.03,8.26,5.89,1.82,3,1019.0,15.89,10.1,,12.9,293.14,,,7.74,6.26,1.83
2014095,1919,24.9084,126.9226,0,21,16.10,8.36,5.91,1.79,3,1019.0,15.85,10.0,,13.0,293.09,,,7.71,6.26,1.81
2014095,1919,24.9095,126.8199,0,21,16.36,8.47,6.10,1.74,3,1019.0,15.81,9.8,,13.1,293.08,,,7.68,6.27,1.80
2014095,1919,24.9106,126.7171,0,21,16.02,8.30,5.93,1.74,3,1019.0,15.77,10.0,,13.1,293.01,,,7.64,6.27,1.79
2014095,1919,24.9118,126.6142,0,21,16.48,8.44,6.19,1.79,3,1019.0,15.72,9.9,,13.2,293.13,,,7.61,6.27,1.77
2014095,1919,24.9129,126.5114,0,21,16.16,8.35,6.03,1.73,3,1019.0,15.68,9.9,,13.3,293.19,,,7.58,6.27,1.76
2014095,1919,24.9141,126.4084,0,21,16.52,8.47,6.25,1.75,3,1019.0,15.64,9.8,,13.3,293.21,,,7.56,6.28,1.74
2014095,1919,24.9153,126.3055,0,21,16.51,8.49,6.22,1.74,3,1019.0,15.60,9.6,,13.4,293.16,,,7.53,6.28,1.73
2014095,1919,24.9165,126.2025,0,21,16.53,8.40,6.36,1.71,3,1019.0,15.56,10.2,,13.4,292.66,,,7.51,6.28,1.71
2014095,1919,24.9177,126.0994,0,21,16.26,8.28,6.15,1.79,3,1019.0,15.52,10.3,,13.6,292.71,,,7.48,6.28,1.69
2014095,1919,24.9189,125.9963,0,21,16.11,8.30,6.11,1.65,3,1019.0,15.48,10.1,,13.5,292.88,,,7.46,6.28,1.67
2014095,1919,24.9201,125.8931,0,21,16.04,8.23,6.02,1.74,3,1019.0,15.46,10.2,,13.5,292.83,,,7.45,6.29,1.65
2014095,1919,24.9214,125.7899,0,21,16.12,8.29,6.10,1.67,3,1019.0,15.44,10.1,,13.6,292.93,,,7.44,6.30,1.63
2014095,1919,24.9226,125.6867,0,21,16.47,8.34,6.32,1.75,3,1019.0,15.42,10.1,,13.5,293.04,,,7.44,6.31,1.62
2014095,1919,24.9239,125.5833,0,21,16.27,8.26,6.22,1.73,3,1019.0,15.41,10.1,,13.5,292.99,,,7.43,6.32,1.60
2014095,1919,24.9252,125.4800,0,21,15.91,8.17,6.04,1.63,3,1019.0,15.38,11.0,,13.5,292.89,,,7.42,6.32,1.58
2014095,1919,24.9265,125.3766,0,21,16.64,8.42,6.44,1.72,3,1019.0,15.33,9.9,,13.5,292.72,,,7.40,6.30,1.56
2014095,1919,24.9279,125.2731,0,21,15.90,8.14,6.04,1.67,3,1019.0,15.27,10.2,,13.5,293.04,,,7.39,6.28,1.54
2014095,1919,24.9292,125.1696,0,21,16.31,8.31,6.24,1.70,3,1019.0,15.22,10.0,,13.6,293.05,,,7.37,6.27,1.52
2014095,1919,24.9306,125.0660,0,21,16.31,8.32,6.26,1.67,3,1019.0,15.17,9.8,,13.5,293.08,,,7.35,6.25,1.50
2014095,1919,24.9319,124.9624,0,21,15.73,8.22,5.92,1.53,3,1019.0,15.11,10.7,,13.5,293.18,,,7.33,6.23,1.49
2014095,1919,24.9333,124.8587,0,21,15.45,8.07,5.76,1.56,3,1019.0,15.04,10.9,,13.6,293.05,,,7.30,6.19,1.49
2014095,1919,24.9347,124.7550,0,21,15.23,8.03,5.63,1.51,3,1019.0,14.97,11.0,,13.6,293.19,,,7.27,6.16,1.48
2014095,1919,24.9361,124.6512,0,21,14.80,7.84,5.43,1.47,3,1019.0,14.90,11.2,,13.6,293.04,,,7.24,6.12,1.48
2014095,1919,24.9376,124.5474,0,21,15.17,7.98,5.63,1.50,3,1019.0,14.84,11.2,,13.7,292.96,,,7.21,6.09,1.48
2014095,1919,24.9390,124.4435,0,21,15.26,8.03,5.67,1.50,3,1019.0,14.75,11.1,,13.7,292.80,,,7.18,6.04,1.47
2014095,1919,24.9405,124.3395,0,21,15.23,8.01,5.66,1.51,3,1019.0,14.63,11.1,,13.8,292.81,,,7.15,5.97,1.46
2014095,1919,24.9419,124.2355,0,21,15.65,8.17,5.92,1.51,3,1019.0,14.52,10.7,,13.7,292.73,,,7.11,5.91,1.44
2014095,1919,24.9434,124.1314,0,21,16.13,8.48,6.09,1.51,3,1019.0,14.41,10.2,,13.8,293.01,,,7.08,5.85,1.43
2014095,1919,24.9449,124.0273,0,21,15.37,8.15,5.66,1.51,3,1019.0,14.30,10.6,,13.9,293.18,,,7.04,5.79,1.42
2014095,1919,24.9464,123.9231,0,21,15.18,8.09,5.57,1.47,3,1019.0,14.20,10.7,,13.8,293.05,,,7.01,5.72,1.41
2014095,1919,24.9480,123.8188,0,21,15.77,8.34,5.81,1.56,3,1019.0,14.11,9.4,,13.9,293.04,,,6.99,5.66,1.41
2014095,1919,24.9495,123.7145,0,21,14.92,8.00,5.38,1.49,3,1019.0,14.02,10.9,,13.9,293.11,,,6.96,5.59,1.41
2014095,1919,24.9511,123.6101,0,21,15.13,8.10,5.46,1.53,3,1019.0,13.93,10.6,,13.9,293.10,,,6.94,5.53,1.42
2014095,1919,24.9527,123.5057,0,21,16.02,8.43,5.95,1.58,3,1018.0,13.75,9.3,,13.9,292.83,,,6.87,5.43,1.41
2014095,1919,24.9543,123.4012,0,21,15.53,8.34,5.63,1.51,3,1018.0,13.73,10.1,,13.9,292.74,,,6.89,5.39,1.40
2014095,1919,24.9559,123.2966,0,21,16.22,8.55,6.03,1.59,3,1018.0,13.72,9.3,,13.8,292.28,,,6.92,5.36,1.40
2014095,1919,24.9575,123.1919,0,21,15.92,8.43,5.89,1.55,3,1018.0,13.71,9.4,,13.7,292.26,,,6.94,5.32,1.40
2014095,1919,24.9591,123.0872,0,21,14.98,8.06,5.39,1.48,3,1018.0,13.70,10.8,,13.7,292.15,,,6.97,5.29,1.39
2014095,1919,24.9608,122.9825,0,21,15.32,8.25,5.55,1.48,3,1018.0,13.70,10.6,,13.7,291.86,,,6.99,5.27,1.39
2014095,1919,24.9625,122.8776,0,21,15.61,8.40,5.65,1.51,3,1018.0,13.74,9.5,,13.6,292.61,,,7.03,5.30,1.37
2014095,1919,24.9642,122.7727,0,21,15.52,8.38,5.64,1.45,3,1018.0,13.80,9.6,,13.6,292.09,,,7.06,5.33,1.36
2014095,1919,24.9659,122.6677,0,21,16.02,8.51,5.96,1.49,3,1018.0,13.85,9.7,,13.5,292.04,,,7.10,5.36,1.35
2014095,1919,24.9676,122.5627,0,21,17.43,8.98,6.74,1.66,3,1018.0,13.91,8.5,1.0,13.6,289.70,,,7.13,5.40,1.33
2014095,1919,24.9693,122.4576,0,21,16.59,8.80,6.24,1.50,3,1018.0,13.95,8.4,,13.5,291.32,,,7.16,5.43,1.32
2014095,1919,24.9764,122.0364,0,21,17.13,8.97,6.57,1.55,3,1018.0,14.05,8.2,1.0,13.5,291.06,,,7.22,5.52,1.26
2014095,1919,24.9800,121.8254,0,21,16.75,8.84,6.40,1.46,3,1018.0,14.05,8.4,,13.4,291.58,,,7.22,5.55,1.24
2014095,1919,24.9819,121.7198,0,21,17.58,9.20,6.81,1.52,3,1018.0,14.05,7.6,5.0,13.5,291.64,0.0,,7.22,5.56,1.22
2014095,1919,24.9856,121.5083,0,21,17.00,8.98,6.55,1.41,3,1018.0,14.05,8.8,6.0,13.6,291.33,0.0,,7.21,5.59,1.20
2014095,1919,24.9875,121.4025,0,21,16.60,8.81,6.34,1.39,3,1018.0,14.01,9.0,1.0,13.6,291.58,,,7.21,5.57,1.17
2014095,1919,24.7853,128.7715,0,21,17.18,8.78,6.32,2.05,2,1020.0,16.76,8.8,,11.7,294.21,,,8.22,6.54,1.95
2014095,1919,24.7862,128.6696,0,21,17.38,8.88,6.40,2.07,2,1020.0,16.69,8.6,,11.8,294.06,,,8.19,6.51,1.94
2014095,1919,24.7870,128.5676,0,21,17.99,9.10,6.73,2.13,2,1020.0,16.62,8.4,,11.9,293.89,,,8.16,6.48,1.93
2014095,1919,24.7879,128.4656,0,21,18.64,9.28,7.11,2.21,2,1020.0,16.55,7.6,,12.0,293.02,,,8.13,6.46,1.92
2014095,1919,24.7888,128.3635,0,21,17.98,9.09,6.72,2.13,2,1020.0,16.49,8.4,,12.0,293.81,,,8.10,6.43,1.91
2014095,1919,24.7897,128.2614,0,21,17.97,9.08,6.75,2.11,2,1020.0,16.42,8.4,,12.0,293.83,,,8.07,6.40,1.89
2014095,1919,24.7906,128.1593,0,21,18.22,9.18,6.89,2.11,2,1020.0,16.35,7.7,,12.2,293.91,,,8.04,6.37,1.88
2014095,1919,24.7916,128.0571,0,21,17.91,9.18,6.71,1.99,2,1020.0,16.28,8.4,,12.2,294.09,,,8.01,6.35,1.87
2014095,1919,24.7925,127.9549,0,21,17.35,8.93,6.36,2.02,2,1020.0,16.22,8.6,,12.3,294.10,,,7.98,6.32,1.86
2014095,1919,24.7935,127.8527,0,21,17.22,8.86,6.28,2.05,2,1020.0,16.15,8.8,,12.4,293.86,,,7.94,6.29,1.86
2014095,1919,24.7944,127.7504,0,21,17.06,8.80,6.23,1.99,2,1020.0,16.08,8.8,,12.5,294.10,,,7.91,6.27,1.85
2014095,1919,24.7954,127.6481,0,21,16.70,8.68,6.03,1.95,2,1020.0,16.02,9.2,,12.6,293.87,,,7.87,6.24,1.85
2014095,1919,24.7964,127.5458,0,21,16.53,8.51,6.03,1.94,2,1019.0,15.86,9.5,,12.7,293.63,,,7.80,6.16,1.84
2014095,1919,24.7974,127.4434,0,21,17.17,8.87,6.31,1.93,2,1019.0,15.81,8.8,,12.8,294.11,,,7.77,6.15,1.83
2014095,1919,24.7985,127.3409,0,21,17.10,8.81,6.30,1.95,2,1019.0,15.79,8.9,,12.8,294.01,,,7.75,6.16,1.81
2014095,1919,24.7995,127.2385,0,21,17.40,8.92,6.51,1.93,2,1019.0,15.76,9.0,,12.9,293.87,,,7.73,6.17,1.79
2014095,1919,24.8006,127.1359,0,21,16.68,8.60,6.18,1.85,2,1019.0,15.73,9.4,,12.9,293.50,,,7.71,6.18,1.77
2014095,1919,24.8016,127.0334,0,21,16.61,8.57,6.16,1.83,2,1019.0,15.71,9.7,,13.0,293.38,,,7.69,6.19,1.76
2014095,1919,24.8027,126.9308,0,21,16.85,8.66,6.30,1.84,2,1019.0,15.67,9.5,,13.1,293.53,,,7.66,6.19,1.75
2014095,1919,24.8038,126.8282,0,21,16.73,8.53,6.26,1.89,2,1019.0,15.62,9.7,,13.1,293.43,,,7.63,6.19,1.74
2014095,1919,24.8049,126.7255,0,21,17.00,8.66,6.46,1.82,2,1019.0,15.58,9.6,,13.2,293.46,,,7.60,6.19,1.73
2014095,1919,24.8061,126.6227,0,21,17.41,8.87,6.67,1.80,2,1019.0,15.54,9.2,,13.3,293.56,,,7.56,6.19,1.72
2014095,1919,24.8072,126.5200,0,21,17.34,8.78,6.68,1.83,2,1019.0,15.50,9.5,,13.4,293.63,,,7.53,6.20,1.71
2014095,1919,24.8084,126.4172,0,21,17.31,8.83,6.64,1.79,2,1019.0,15.46,9.3,,13.4,293.57,,,7.51,6.19,1.69
2014095,1919,24.8096,126.3143,0,21,17.01,8.69,6.50,1.77,2,1019.0,15.42,9.6,,13.5,293.32,,,7.49,6.19,1.68
2014095,1919,24.8107,126.2114,0,21,17.15,8.76,6.58,1.76,2,1019.0,15.38,9.5,,13.5,293.35,,,7.47,6.19,1.67
2014095,1919,24.8119,126.1084,0,21,17.01,8.67,6.52,1.76,2,1019.0,15.35,9.7,,13.6,293.42,,,7.45,6.18,1.65
2014095,1919,24.8132,126.0054,0,21,17.27,8.80,6.68,1.74,2,1019.0,15.31,9.4,,13.6,293.45,,,7.43,6.18,1.64
2014095,1919,24.8144,125.9024,0,21,17.42,8.86,6.74,1.76,2,1019.0,15.30,9.5,,13.7,293.45,,,7.43,6.19,1.62
2014095,1919,24.8156,125.7993,0,21,17.29,8.77,6.70,1.76,2,1019.0,15.29,9.6,,13.6,293.56,,,7.42,6.20,1.61
2014095,1919,24.8169,125.6961,0,21,17.32,8.77,6.70,1.79,2,1019.0,15.28,9.5,,13.6,293.41,,,7.42,6.21,1.59
2014095,1919,24.8182,125.5929,0,21,17.16,8.67,6.61,1.83,2,1019.0,15.27,9.6,,13.6,293.06,,,7.42,6.22,1.57
2014095,1919,24.8195,125.4897,0,21,17.72,8.91,6.95,1.81,2,1019.0,15.26,9.2,,13.6,292.76,,,7.42,6.23,1.56
2014095,1919,24.8208,125.3864,0,21,16.66,8.57,6.42,1.62,2,1019.0,15.22,10.5,,13.5,293.18,,,7.41,6.22,1.54
2014095,1919,24.8221,125.2830,0,21,17.03,8.65,6.58,1.74,2,1019.0,15.18,9.4,,13.5,293.48,,,7.39,6.21,1.52
2014095,1919,24.8234,125.1796,0,21,16.85,8.74,6.50,1.55,2,1019.0,15.15,9.2,,13.5,293.65,,,7.38,6.20,1.50
2014095,1919,24.8248,125.0762,0,21,17.25,8.74,6.74,1.72,2,1019.0,15.11,9.3,,13.5,293.76,,,7.37,6.19,1.49
2014095,1919,24.8261,124.9726,0,21,16.28,8.50,6.20,1.53,2,1019.0,15.07,10.4,,13.6,293.66,,,7.36,6.18,1.47
2014095,1919,24.8275,124.8691,0,21,15.47,8.16,5.76,1.51,2,1019.0,15.00,10.8,,13.5,293.38,,,7.33,6.15,1.47
2014095,1919,24.8289,124.7655,0,21,15.80,8.26,5.99,1.50,2,1019.0,14.94,10.7,,13.5,293.39,,,7.31,6.11,1.46
2014095,1919,24.8303,124.6618,0,21,15.81,8.28,5.97,1.50,2,1019.0,14.88,10.6,,13.5,293.25,,,7.28,6.08,1.46
2014095,1919,24.8317,124.5580,0,21,16.20,8.46,6.18,1.50,2,1019.0,14.82,10.4,,13.6,292.97,,,7.25,6.05,1.46
2014095,1919,24.8331,124.4543,0,21,17.24,8.76,6.72,1.71,2,1019.0,14.73,9.3,,13.7,293.02,,,7.23,6.01,1.45
2014095,1919,24.8346,124.3504,0,21,17.87,9.12,7.08,1.62,2,1019.0,14.62,8.0,,13.7,292.66,,,7.19,5.94,1.44
2014095,1919,24.8361,124.2465,0,21,17.59,8.91,6.90,1.73,2,1019.0,14.52,9.1,,13.7,292.62,,,7.16,5.88,1.42
2014095,1919,24.8375,124.1425,0,21,17.03,8.74,6.55,1.69,2,1019.0,14.41,9.1,,13.8,293.15,,,7.13,5.82,1.41
2014095,1919,24.8390,124.0385,0,21,16.66,8.64,6.34,1.63,2,1019.0,14.30,9.2,,13.7,293.30,,,7.09,5.76,1.40
2014095,1919,24.8405,123.9344,0,21,16.47,8.62,6.20,1.60,2,1019.0,14.21,9.3,,13.9,293.18,,,7.07,5.70,1.39
2014095,1919,24.8421,123.8303,0,21,16.37,8.54,6.15,1.62,2,1019.0,14.13,9.2,,13.8,293.31,,,7.05,5.64,1.39
2014095,1919,24.8436,123.7261,0,21,17.12,8.93,6.49,1.65,2,1019.0,14.05,8.7,,13.9,293.23,,,7.03,5.58,1.39
2014095,1919,24.8452,123.6218,0,21,17.26,8.85,6.64,1.71,2,1018.0,13.88,8.9,,13.8,292.57,,,6.98,5.48,1.38
2014095,1919,24.8467,123.5175,0,21,17.40,8.97,6.67,1.71,2,1018.0,13.80,8.6,,13.8,293.21,,,6.96,5.42,1.38
2014095,1919,24.8483,123.4131,0,21,17.67,9.19,6.74,1.70,2,1018.0,13.79,7.4,,13.9,292.94,,,6.97,5.40,1.37
2014095,1919,24.8499,123.3086,0,21,17.29,9.02,6.59,1.63,2,1018.0,13.79,7.9,,13.8,292.62,,,7.00,5.38,1.37
2014095,1919,24.8515,123.2041,0,21,17.39,9.01,6.71,1.62,2,1018.0,13.79,8.2,0.0,13.7,291.40,,,7.02,5.36,1.36
2014095,1919,24.8532,123.0995,0,21,16.26,8.64,6.03,1.54,2,1018.0,13.79,9.4,,13.7,292.48,,,7.04,5.35,1.36
2014095,1919,24.8548,122.9948,0,21,16.94,8.91,6.36,1.62,2,1018.0,13.79,8.2,,13.7,292.25,,,7.06,5.33,1.35
2014095,1919,24.8565,122.8901,0,21,16.83,8.90,6.30,1.58,2,1018.0,13.85,8.8,,13.6,292.96,,,7.10,5.37,1.34
2014095,1919,24.8581,122.7853,0,21,17.10,9.04,6.45,1.56,2,1018.0,13.91,7.8,,13.6,292.98,,,7.14,5.41,1.32
2014095,1919,24.8598,122.6804,0,21,17.70,9.22,6.80,1.63,2,1018.0,13.97,7.5,0.0,13.5,292.48,,,7.17,5.45,1.30
2014095,1919,24.8615,122.5755,0,21,17.23,9.08,6.56,1.54,2,1018.0,14.04,7.8,,13.5,292.74,,,7.21,5.49,1.29
2014095,1919,24.8633,122.4705,0,21,16.68,8.72,6.42,1.49,2,1018.0,14.09,8.9,,13.4,291.53,,,7.24,5.53,1.27
2014095,1919,24.8650,122.3655,0,21,18.10,9.43,7.06,1.56,2,1018.0,14.11,7.4,7.0,13.5,291.65,0.0,,7.25,5.55,1.26
2014095,1919,24.8668,122.2603,0,21,18.05,9.39,7.06,1.54,2,1018.0,14.13,7.5,6.0,13.5,292.13,0.0,,7.25,5.58,1.25
2014095,1919,24.8685,122.1551,0,21,16.86,8.85,6.46,1.50,2,1018.0,14.15,8.5,,13.5,292.63,,,7.26,5.60,1.23
2014095,1919,24.8703,122.0498,0,21,17.09,9.01,6.55,1.47,2,1018.0,14.17,8.0,,13.4,292.84,,,7.27,5.63,1.22
2014095,1919,24.8721,121.9445,0,21,18.43,9.39,7.35,1.64,2,1018.0,14.17,7.9,11.0,13.4,291.70,0.0,,7.27,5.64,1.21
2014095,1919,24.8739,121.8390,0,21,17.31,9.07,6.70,1.49,2,1018.0,14.15,7.9,1.0,13.5,292.62,0.0,,7.26,5.64,1.19
2014095,1919,24.8813,121.4166,0,21,19.30,9.69,7.87,1.68,2,1018.0,14.05,7.2,19.0,13.4,291.44,0.0,,7.24,5.61,1.13
2014095,1919,24.8910,120.8867,0,21,17.90,9.28,7.05,1.50,2,1018.0,13.84,8.1,9.0,13.6,291.33,0.0,,7.24,5.47,1.05
2014095,1919,24.6816,128.5740,0,21,17.10,8.70,6.31,2.05,1,1020.0,16.46,9.3,,12.0,293.91,,,8.13,6.41,1.87
2014095,1919,24.6825,128.4721,0,21,18.07,9.07,6.88,2.08,1,1020.0,16.39,8.2,,12.1,293.31,,,8.10,6.38,1.86
2014095,1919,24.6834,128.3702,0,21,17.82,8.95,6.71,2.11,1,1020.0,16.33,9.2,,12.1,293.12,,,8.07,6.35,1.85
2014095,1919,24.6843,128.2682,0,21,17.47,8.88,6.57,1.98,1,1020.0,16.26,9.2,,12.1,293.37,,,8.05,6.33,1.83
2014095,1919,24.6852,128.1661,0,21,17.28,8.82,6.41,2.01,1,1020.0,16.20,9.1,,12.2,293.70,,,8.02,6.30,1.82
2014095,1919,24.6861,128.0641,0,21,17.25,8.82,6.36,2.02,1,1020.0,16.13,8.9,,12.3,293.82,,,8.00,6.28,1.80
2014095,1919,24.6870,127.9620,0,21,16.95,8.72,6.22,1.96,1,1020.0,16.07,9.3,,12.4,293.76,,,7.96,6.25,1.79
2014095,1919,24.6880,127.8599,0,21,16.87,8.72,6.16,1.94,1,1020.0,16.00,9.4,,12.5,293.98,,,7.93,6.23,1.79
2014095,1919,24.6890,127.7577,0,21,17.19,8.86,6.32,1.96,1,1020.0,15.93,9.0,,12.6,294.22,,,7.89,6.20,1.78
2014095,1919,24.6899,127.6555,0,21,17.25,8.87,6.40,1.93,1,1019.0,15.77,9.0,,12.7,294.34,,,7.81,6.13,1.77
2014095,1919,24.6909,127.5532,0,21,17.04,8.62,6.35,2.03,1,1019.0,15.71,9.8,,12.8,293.55,,,7.78,6.10,1.77
2014095,1919,24.6920,127.4510,0,21,16.86,8.61,6.27,1.93,1,1019.0,15.66,9.6,,12.8,293.59,,,7.74,6.09,1.76
2014095,1919,24.6930,127.3486,0,21,16.84,8.62,6.23,1.94,1,1019.0,15.62,9.4,,12.9,293.83,,,7.72,6.10,1.74
2014095,1919,24.6940,127.2463,0,21,16.27,8.41,5.89,1.92,1,1019.0,15.59,9.7,,13.0,293.78,,,7.70,6.11,1.72
2014095,1919,24.6951,127.1439,0,21,16.27,8.48,5.98,1.77,1,1019.0,15.56,9.7,,13.0,293.70,,,7.67,6.11,1.71
2014095,1919,24.6961,127.0414,0,21,16.21,8.36,6.01,1.78,1,1019.0,15.53,10.1,,13.0,293.57,,,7.65,6.12,1.69
2014095,1919,24.6972,126.9389,0,21,16.74,8.57,6.26,1.86,1,1019.0,15.49,9.8,,13.2,293.64,,,7.62,6.12,1.68
2014095,1919,24.6983,126.8364,0,21,16.82,8.65,6.35,1.76,1,1019.0,15.45,9.6,,13.2,293.56,,,7.59,6.12,1.67
2014095,1919,24.6994,126.7338,0,21,16.10,8.28,5.99,1.79,1,1019.0,15.40,10.3,,13.3,293.28,,,7.55,6.12,1.67
2014095,1919,24.7005,126.6312,0,21,16.55,8.53,6.28,1.69,1,1019.0,15.36,10.0,,13.4,293.46,,,7.51,6.12,1.66
2014095,1919,24.7017,126.5285,0,21,16.46,8.47,6.23,1.71,1,1019.0,15.32,10.1,,13.5,293.37,,,7.48,6.12,1.66
2014095,1919,24.7028,126.4258,0,21,16.23,8.34,6.13,1.71,1,1019.0,15.28,10.3,,13.5,293.24,,,7.46,6.11,1.65
2014095,1919,24.7040,126.3231,0,21,15.52,8.15,5.72,1.59,1,1019.0,15.25,11.3,,13.6,293.36,,,7.45,6.10,1.64
2014095,1919,24.7052,126.2203,0,21,16.41,8.38,6.21,1.76,1,1019.0,15.21,10.3,,13.6,293.35,,,7.43,6.10,1.63
2014095,1919,24.7064,126.1174,0,21,16.42,8.32,6.23,1.82,1,1019.0,15.18,10.5,,13.6,293.12,,,7.42,6.09,1.61
2014095,1919,24.7076,126.0145,0,21,16.44,8.46,6.31,1.62,1,1019.0,15.15,10.3,,13.7,292.89,,,7.40,6.08,1.60
2014095,1919,24.7088,125.9116,0,21,16.63,8.56,6.36,1.65,1,1019.0,15.14,10.0,,13.7,292.83,,,7.40,6.09,1.59
2014095,1919,24.7100,125.8086,0,21,17.11,8.70,6.66,1.70,1,1019.0,15.14,10.0,,13.7,292.35,,,7.40,6.10,1.58
2014095,1919,24.7113,125.7055,0,21,16.10,8.36,6.12,1.57,1,1019.0,15.14,11.3,,13.6,292.36,,,7.41,6.11,1.56
2014095,1919,24.7125,125.6024,0,21,15.91,8.31,6.00,1.54,1,1019.0,15.14,11.0,,13.6,293.05,,,7.41,6.12,1.55
2014095,1919,24.7138,125.4993,0,21,16.21,8.38,6.14,1.63,1,1019.0,15.15,10.9,,13.6,293.08,,,7.41,6.14,1.54
2014095,1919,24.7151,125.3961,0,21,16.47,8.50,6.33,1.59,1,1019.0,15.12,10.7,,13.6,293.06,,,7.41,6.14,1.52
2014095,1919,24.7164,125.2929,0,21,16.17,8.43,6.13,1.56,1,1019.0,15.10,10.8,,13.6,293.16,,,7.40,6.14,1.51
2014095,1919,24.7178,125.1896,0,21,15.31,8.08,5.66,1.51,1,1019.0,15.08,11.2,,13.5,293.39,,,7.40,6.13,1.49
2014095,1919,24.7191,125.0862,0,21,15.45,8.14,5.78,1.48,1,1019.0,15.06,11.0,,13.5,293.53,,,7.39,6.13,1.47
2014095,1919,24.7205,124.9828,0,21,15.34,8.09,5.71,1.49,1,1019.0,15.03,11.1,,13.6,293.41,,,7.39,6.13,1.46
2014095,1919,24.7218,124.8794,0,21,15.47,8.23,5.73,1.47,1,1019.0,14.97,10.8,,13.6,293.47,,,7.36,6.10,1.46
2014095,1919,24.7232,124.7758,0,21,15.33,8.12,5.72,1.43,1,1019.0,14.91,11.1,,13.5,293.37,,,7.34,6.07,1.45
2014095,1919,24.7246,124.6723,0,21,15.48,8.13,5.80,1.49,1,1019.0,14.85,11.0,,13.5,293.27,,,7.32,6.04,1.44
2014095,1919,24.7260,124.5686,0,21,16.19,8.49,6.18,1.47,1,1019.0,14.80,10.5,,13.6,293.34,,,7.29,6.01,1.44
2014095,1919,24.7274,124.4650,0,21,15.85,8.27,6.05,1.48,1,1019.0,14.72,10.8,,13.5,293.21,,,7.27,5.98,1.43
2014095,1919,24.7289,124.3612,0,21,15.79,8.28,5.99,1.47,1,1019.0,14.62,10.8,,13.6,293.17,,,7.24,5.92,1.42
2014095,1919,24.7303,124.2574,0,21,15.46,8.19,5.75,1.47,1,1019.0,14.52,10.8,,13.7,293.41,,,7.21,5.86,1.40
2014095,1919,24.7318,124.1536,0,21,15.45,8.19,5.76,1.46,1,1019.0,14.41,10.9,,13.7,293.45,,,7.18,5.80,1.39
2014095,1919,24.7333,124.0497,0,21,15.41,8.29,5.68,1.39,1,1019.0,14.31,10.6,,13.8,293.32,,,7.15,5.74,1.38
2014095,1919,24.7348,123.9457,0,21,15.95,8.42,5.98,1.51,1,1019.0,14.23,10.5,,13.8,292.97,,,7.12,5.68,1.37
2014095,1919,24.7363,123.8417,0,21,16.63,8.70,6.39,1.49,1,1019.0,14.15,9.4,,13.8,292.72,,,7.11,5.63,1.37
2014095,1919,24.7394,123.6334,0,21,17.01,8.88,6.58,1.51,1,1018.0,13.92,9.1,1.0,13.8,292.21,,,7.05,5.47,1.35
2014095,1919,24.7409,123.5292,0,21,17.39,9.07,6.74,1.53,1,1018.0,13.85,8.1,0.0,13.8,292.24,,,7.04,5.42,1.34
